text,img,aspect,label
RT @ FoodTabloid : Pizza,15310.jpg,Pizza,1
RT @ xTabbyKatt : Shannon and Jared - Up in the Air photoshoot :,445423.jpg,Shannon,1
RT @ xTabbyKatt : Shannon and Jared - Up in the Air photoshoot :,445423.jpg,Jared,1
One of my favorite Kendrick Lamar songs # greatbeat,14724.jpg,Kendrick Lamar,2
RT @ allkpop : G - Dragon explains why he has no photos of himself in his home,1008498.jpg,G - Dragon,1
RT @ D Mitch : Jacob van Heemskerck ( L ) class air - defence frigates of Chilean Navy # ArmadadeChile ( infographic ),72691.jpg,Jacob van Heemskerck,1
RT @ D Mitch : Jacob van Heemskerck ( L ) class air - defence frigates of Chilean Navy # ArmadadeChile ( infographic ),72691.jpg,Chilean Navy,1
RT @ selenagomez : Performing Slowdown on this years 4th of July special on @ NBC at 8pm EST # nbcjuly4,787425.jpg,Slowdown,1
RT @ selenagomez : Performing Slowdown on this years 4th of July special on @ NBC at 8pm EST # nbcjuly4,787425.jpg,EST,1
Imagine if 75 of British villages had been flattened in past 5 years : that is the # CostofInaction @ WagingPeaceUK,12852.jpg,British,1
RT @ DillFarms : First combine spotting in NWLA . # Corn was 17 . 5 . It has begun .,126234.jpg,NWLA,1
Governor in GSO for NCBankers Association gathering .,418080.jpg,GSO,1
Governor in GSO for NCBankers Association gathering .,418080.jpg,NCBankers Association,1
Zelda and beer .,732768.jpg,Zelda,1
I seem to remember Draymond Green flopping at the end of game which killed the # Rockets comeback . . .,812538.jpg,Draymond Green,1
I seem to remember Draymond Green flopping at the end of game which killed the # Rockets comeback . . .,812538.jpg,# Rockets,0
RT @ iBiebTeam : When Pattie listens to # PYD,1145856.jpg,# PYD,1
A very young and handsome Stringer Davis . # tcmparty,94118.jpg,Stringer Davis,2
"Epic weekend planned at Ski Ben Eoin , are you going ? Please share this will all your friends . # MeltdownOnTheMountain",1295342.jpg,Epic,1
"Epic weekend planned at Ski Ben Eoin , are you going ? Please share this will all your friends . # MeltdownOnTheMountain",1295342.jpg,Ski Ben Eoin,1
Levi ' s Stadium staff is well - dressed to host the # Bears,73225.jpg,# Bears,2
"RT @ TheEconomist : How # Brazil voted , state by state",117858.jpg,# Brazil,1
RT @ EconBizFin : Why has a Korean Airlines executive just been sent to prison ?,37887.jpg,Korean Airlines,0
RT @ Bballforeverfb : Air Jordan squad,20172.jpg,Air Jordan,1
Anthro of precious minerals workshop today at the Royal Ontario Museum . Crystal addition seems so fitting,727447.jpg,Royal Ontario Museum,1
RT @ NLNavyNews : # OTD 1628 Piet Heyn seized the Spanish Silver Fleet . An amount of silver to the value of 7 . 8 million was taken,71856.jpg,Piet Heyn,1
RT @ NLNavyNews : # OTD 1628 Piet Heyn seized the Spanish Silver Fleet . An amount of silver to the value of 7 . 8 million was taken,71856.jpg,Spanish Silver Fleet,1
"rough night but Eli is OK ! Cruddy sounding amp up throughout night doing Albuterol puffs , but playing with Dinos now",1146480.jpg,Albuterol,1
All Ceylon Muslim Congress pledges its support to the President for the upcoming presidential election . # SriLanka,638833.jpg,All Ceylon Muslim Congress,1
Great teamwork ! gt gt RT @ SPECTrust @ SaferSurgery @ MercyShips working with Dolisie Hospital to improve patient care .,1019987.jpg,Dolisie Hospital,2
"RT @ Ecouterre : Here it is : H amp M ' s 2015 Conscious Exclusive line of eco - partywear , starring Olivia Wilde",70480.jpg,Olivia Wilde,2
RT @ DJJazzyJody : Tom Brady gets the news about his suspension being overruled .,45399.jpg,Tom Brady,1
RT @ BuzzFeed : What The World Was Like The Last Time Hillary Ran For President,71189.jpg,Hillary,1
"RT @ IndyUSA : Eric Garner grand jury proceedings to remain a secret , New York Supreme Court justice rules",67380.jpg,Eric Garner,1
"RT @ IndyUSA : Eric Garner grand jury proceedings to remain a secret , New York Supreme Court justice rules",67380.jpg,New York Supreme Court,1
RT @ ltsChuckBass : I am Serena,459056.jpg,Serena,1
Early Morning Farm is at Green Planet Grocery in Fairmount tonight to talk CSA .,122195.jpg,Early Morning Farm,1
Early Morning Farm is at Green Planet Grocery in Fairmount tonight to talk CSA .,122195.jpg,Green Planet Grocery,1
Early Morning Farm is at Green Planet Grocery in Fairmount tonight to talk CSA .,122195.jpg,Fairmount,1
Early Morning Farm is at Green Planet Grocery in Fairmount tonight to talk CSA .,122195.jpg,CSA,1
RT @ Grapeapplesauce : Graser using non Apple technology,13968.jpg,Graser,1
RT @ Grapeapplesauce : Graser using non Apple technology,13968.jpg,Apple,1
"Massive crowd in Hapahuwa , # Kurunegala District , awaiting the arrival of President Rajapaksa . # SriLanka",638621.jpg,Hapahuwa,1
"Massive crowd in Hapahuwa , # Kurunegala District , awaiting the arrival of President Rajapaksa . # SriLanka",638621.jpg,President Rajapaksa,2
"RT @ TheSpursZone : Aldridge on Timmy , 2014 . @ aldridge 12",21387.jpg,Aldridge,1
"RT @ TheSpursZone : Aldridge on Timmy , 2014 . @ aldridge 12",21387.jpg,Timmy,1
RT @ MikaelForssell : @ Joey7Barton Pirlo is too cool for school !,706270.jpg,Pirlo,0
Got this huge Orchid at Aldi for Jill . # orchid # Aldi,715610.jpg,Aldi,1
Got this huge Orchid at Aldi for Jill . # orchid # Aldi,715610.jpg,Jill,2
Got this huge Orchid at Aldi for Jill . # orchid # Aldi,715610.jpg,# Aldi,1
RT @ bidorbuyKenya : We can not solve our problems with the same level of thinking that created them Albert Einstein # KideroGrass,62362.jpg,Albert Einstein,1
@ kenchoy : Will be passing these # SWCA swag out at G898 2015 . Stay tuned for details # WidePitch,122565.jpg,# SWCA,1
"RT @ abqbiopark : Welcome our new # Jaguar ! The # ABQ # BioParkZoo welcomes our newest family , Maya ! # zoo",1114120.jpg,# ABQ,1
"RT @ abqbiopark : Welcome our new # Jaguar ! The # ABQ # BioParkZoo welcomes our newest family , Maya ! # zoo",1114120.jpg,Maya,2
@ FunkyDineva you scared me for a minute when I thought you meant this Forrest Tucker .,115136.jpg,Forrest Tucker,0
RT @ verge : How Marvel will save us from more terrible Spider - Man movies,46284.jpg,Spider - Man,0
RT @ edutopia : In remembrance of John F . Kennedy . What are your hopes and dreams for education ?,1042548.jpg,John,2
James Michael McAdog . # chapelhill # unc2015,71146.jpg,James Michael McAdog,1
"IPL presentation complete . Now , community members like Wayne Moss are speaking in favor of clean energy , not coal .",630835.jpg,IPL,2
"IPL presentation complete . Now , community members like Wayne Moss are speaking in favor of clean energy , not coal .",630835.jpg,Wayne Moss,2
RT @ ebzworldpeace : Looking good on iPad right now @ BeatzMag @ YazBeatz well done on the new issue .,1465103.jpg,iPad,2
"RT @ CuteEmergency : But first , Llama take a selfie",72797.jpg,Llama,1
Pro tip : make a point lt gt make things clearer MT @ KarlreMarks : diagram of geopolitical relationships in the Middle East,794787.jpg,Middle East,1
RT @ LaurasMiscMovie : Egyptian Theatre ! # TCMFF,93446.jpg,Egyptian Theatre,2
RT @ mattdpearce : Absolutely scathing New York Times editorial on Eric Garner and the NYPD .,93932.jpg,New York Times,1
RT @ mattdpearce : Absolutely scathing New York Times editorial on Eric Garner and the NYPD .,93932.jpg,Eric Garner,1
RT @ mattdpearce : Absolutely scathing New York Times editorial on Eric Garner and the NYPD .,93932.jpg,NYPD,1
RT @ HorrificPics : Photo taken outside a convenience store in Massachusetts last night,74911.jpg,Massachusetts,1
RT @ volkskrant : Dode en gewonden bij brand olieplatform Mexico,73371.jpg,Mexico,0
This is how we improvise at Eanes Elementary . # iLeap15,1809672.jpg,Eanes Elementary,1
RT @ MUFC Malaysia : Vidal and his son having the same hair cut # UCLfinal,626976.jpg,Vidal,2
RT @ Baconator : JEM MACDONALDS ALLOWS YOU TO CUSTOMIZE YOUR OWN BURGER OMG,671139.jpg,JEM MACDONALDS,1
RT @ LearnSomethlng : This is what the sunset looked like over Lake Michigan on August 7th .,1359058.jpg,Lake Michigan,1
RT @ NYMag : The boy who ran : The life and death of Avonte Oquendo,74519.jpg,Avonte Oquendo,0
RT @ juventusfcen : Got a welcome message for World Cup winner Khedira ? Send them to us using # WelcomeKhedira !,63061.jpg,World Cup,1
RT @ juventusfcen : Got a welcome message for World Cup winner Khedira ? Send them to us using # WelcomeKhedira !,63061.jpg,Khedira,2
Another stunning year in photos from @ petesouza and the White House photo team,72018.jpg,White House,1
Baby Spike is awake ! ! !,1289546.jpg,Spike,2
RT @ jtcorrigan : More action outside than inside at Golden Globes right now .,1953545.jpg,Golden Globes,1
"At Virginia Key Beach Park , where several hundreds rally for release of Lolita , an orca at the Miami Seaquarium .",62696.jpg,Virginia Key Beach Park,1
"At Virginia Key Beach Park , where several hundreds rally for release of Lolita , an orca at the Miami Seaquarium .",62696.jpg,Lolita,1
"At Virginia Key Beach Park , where several hundreds rally for release of Lolita , an orca at the Miami Seaquarium .",62696.jpg,Miami Seaquarium,1
RT @ PzFeed : EPIC VIDEO : Subway long jump in Harlem goes terribly wrong . WATCH :,1038122.jpg,Harlem,0
RT @ luxury travel : Dining at the top 3 restaurants in Spain by private jet,116376.jpg,Spain,1
RT @ TJamesNDI : New ' 16 # NotreDame OL commit Tommy Kraemer ( right ) sings the alma mater following an Irish victory . # NDInsider,64723.jpg,# NotreDame,2
RT @ TJamesNDI : New ' 16 # NotreDame OL commit Tommy Kraemer ( right ) sings the alma mater following an Irish victory . # NDInsider,64723.jpg,Tommy Kraemer,2
RT @ raichanxd : 1200 people gathered in Ansan to pray for the passengers of Sewol accident # PrayForSouthKorea,8146.jpg,Ansan,1
RT @ raichanxd : 1200 people gathered in Ansan to pray for the passengers of Sewol accident # PrayForSouthKorea,8146.jpg,Sewol accident,0
1968 Olympics Black Power salute Regenboog # Rainbow . . . . Verschil ? # dtv # Olympics2014 # IOC,776527.jpg,1968 Olympics Black Power salute,1
Paper Cutting Art by Mikito Ozeki VIDEO gt,1064098.jpg,Paper Cutting Art,1
Paper Cutting Art by Mikito Ozeki VIDEO gt,1064098.jpg,Mikito Ozeki,1
"RT @ TheNatsBlogJoe : Seriously , how do you not like Bryce Harper ? # Nats",702499.jpg,Bryce Harper,0
"RT @ ESPNCFB : 46 Days to Kickoff : Ohio State had 46 plays that gained 30 yds , 2nd most in FBS . # CountdownToKickoff",12628.jpg,Ohio State,2
"RT @ ESPNCFB : 46 Days to Kickoff : Ohio State had 46 plays that gained 30 yds , 2nd most in FBS . # CountdownToKickoff",12628.jpg,FBS,1
"RT @ BrilliantPosts : Natural Swimming Pool in Thassos , Greece",492949.jpg,Thassos,1
"RT @ BrilliantPosts : Natural Swimming Pool in Thassos , Greece",492949.jpg,Greece,1
RT @ SonAutosClasico : Volvo 544,413429.jpg,Volvo 544,1
RT @ AaronMackayy : Kylie jenner appreciation tweet,572883.jpg,Kylie jenner,1
RT @ TweetingForBros : Richard Sherman be on Madden like,759006.jpg,Richard Sherman,1
The artist must train not only his eye but also his soul . Wassily Kandinsky # amwriting,735433.jpg,Wassily Kandinsky,1
RT @ FastCoDesign : Frank Lloyd Wright ' s photographer spent 20 years shooting the architect at home and at work : http :,64239.jpg,Frank Lloyd Wright,1
Where is Jan ? RT @ photochowder : President Barack Obama waves after arriving at Phoenix Sky Harbor Airport . # POTUS,933511.jpg,Jan,1
Where is Jan ? RT @ photochowder : President Barack Obama waves after arriving at Phoenix Sky Harbor Airport . # POTUS,933511.jpg,President Barack Obama,2
Where is Jan ? RT @ photochowder : President Barack Obama waves after arriving at Phoenix Sky Harbor Airport . # POTUS,933511.jpg,Phoenix Sky Harbor Airport,1
"Lake Michigan says , You left subtropical Russia for this ?",74155.jpg,Lake Michigan,1
"Lake Michigan says , You left subtropical Russia for this ?",74155.jpg,Russia,1
"RT @ ICTAngel : What at amazing , beautiful speaker @ TEDxPerth David Joske # TEDxPerth",847643.jpg,David Joske,2
"RT @ JasonBourne1986 : The statement from Lord Herman Ouseley , Chair of @ KickItOut . # LCFC",1349406.jpg,Herman Ouseley,1
"RT @ JasonBourne1986 : The statement from Lord Herman Ouseley , Chair of @ KickItOut . # LCFC",1349406.jpg,# LCFC,1
"RT @ Cubs : # Cubs win ! Final : Cubs 2 , # Dodgers 0 ( plus a Jake Arrieta no - hitter ) . # LetsGo",522489.jpg,# Cubs,2
"RT @ Cubs : # Cubs win ! Final : Cubs 2 , # Dodgers 0 ( plus a Jake Arrieta no - hitter ) . # LetsGo",522489.jpg,# Dodgers,0
"RT @ Cubs : # Cubs win ! Final : Cubs 2 , # Dodgers 0 ( plus a Jake Arrieta no - hitter ) . # LetsGo",522489.jpg,Jake Arrieta,0
Don bought me this . My friends are always supportive with my goals ! ! !,1292420.jpg,Don,2
Back on the commons for Col and Matt ' s wedding @ ScrantonAlumni # scranton,73985.jpg,Col,1
Back on the commons for Col and Matt ' s wedding @ ScrantonAlumni # scranton,73985.jpg,Matt,1
RT @ StevenErtelt : Why I Will Never Drink Another Starbucks Coffee Again : It Funds Planned Parenthood # DefundPP http :,62403.jpg,Starbucks,1
RT @ WSJ : Joe Biden is leaning toward a 2016 run,169477.jpg,Joe Biden,1
"RT @ camdiary : Sunset in Cambridge , 16 Apr 2015 .",748269.jpg,Cambridge,1
RT @ WeLoveRobDyrdek : Bobby Shmurda Rowdy Rebel doing community service,533932.jpg,Bobby Shmurda,1
RT @ WeLoveRobDyrdek : Bobby Shmurda Rowdy Rebel doing community service,533932.jpg,Rowdy Rebel,1
RT @ iheartgeo : All I want for Christmas is TANTON MATHEMATICS ! @ jamestanton,153195.jpg,Christmas,1
RT @ iheartgeo : All I want for Christmas is TANTON MATHEMATICS ! @ jamestanton,153195.jpg,TANTON MATHEMATICS,2
Emily patch junior winner . Looking pretty chuffed . Job well done !,317038.jpg,Emily,1
A map of Tel Aviv over in what was Mayor Dizengoff ' s office in 1935,73718.jpg,Tel Aviv,1
A map of Tel Aviv over in what was Mayor Dizengoff ' s office in 1935,73718.jpg,Mayor Dizengoff,1
RT @ DannyEcker : Breaking : Blackhawks and city have deal to build new practice facility on site of Malcolm X College .,70606.jpg,Malcolm X College,1
"He shoots , he scores ! Jedinak with a penalty to make it 3 - 1 to @ Socceroos # AUSvKUW",1761903.jpg,Jedinak,2
RT @ nytimesphoto : A Japanese photographer spent 40 years documenting Navajo code talkers,15240.jpg,Navajo code talkers,1
Carolina is broken . # mcmillswedding,74074.jpg,Carolina,0
RT @ TSBible : Lionel Messi could nutmeg a Mermaid .,90045.jpg,Lionel Messi,2
RT @ TSBible : Lionel Messi could nutmeg a Mermaid .,90045.jpg,Mermaid,1
"RT @ 1RealJoeyB : Performing live tonight at Kijani , Graben 27 Linz . Austria x",1320888.jpg,Kijani,1
"RT @ 1RealJoeyB : Performing live tonight at Kijani , Graben 27 Linz . Austria x",1320888.jpg,Graben,1
"RT @ 1RealJoeyB : Performing live tonight at Kijani , Graben 27 Linz . Austria x",1320888.jpg,Austria,1
3 . 3 - million - year - old stone tools found in Kenya predate any known humans . via @ livescience,258871.jpg,Kenya,1
A resident of the Bridgepoint Apartments says she heard an explosion and then people came banging on doors .,552499.jpg,Bridgepoint Apartments,0
The original inspiration for Strawberry Field # Beatles,13990.jpg,Strawberry Field,1
The original inspiration for Strawberry Field # Beatles,13990.jpg,# Beatles,1
@ wandasperez5 amp @ CarrieLupoli CRUSHING the # Instructional presentation at # CTTT retreat . # Growth # Mindsets # Vision,516394.jpg,# CTTT,1
Brother Terry is back and taking your calls ! ! Let him know how the done has helped you : 470 - 729 - DONE # powerofthedone,568364.jpg,Brother Terry,2
RT @ telesurenglish : UN General Assembly Votes For End to US Blockade on # Cuba,771939.jpg,UN,1
RT @ telesurenglish : UN General Assembly Votes For End to US Blockade on # Cuba,771939.jpg,US,1
RT @ telesurenglish : UN General Assembly Votes For End to US Blockade on # Cuba,771939.jpg,# Cuba,1
Corey Crawford defends the net on his way to a 2 - 1 win . On to Game 6 and the chance to win the Stanley Cup in Chicago,70854.jpg,Corey Crawford,2
Corey Crawford defends the net on his way to a 2 - 1 win . On to Game 6 and the chance to win the Stanley Cup in Chicago,70854.jpg,Stanley Cup,1
Corey Crawford defends the net on his way to a 2 - 1 win . On to Game 6 and the chance to win the Stanley Cup in Chicago,70854.jpg,Chicago,1
RT @ ChrisJOrtiz : Subway is scrubbing the very existence of Jared .,496961.jpg,Subway,1
RT @ ChrisJOrtiz : Subway is scrubbing the very existence of Jared .,496961.jpg,Jared,0
RT @ astroehlein : You are safe - The City of Vienna # RefugeesWelcome,899319.jpg,Vienna,1
Kids having a wet time at Tennessee Youth Camp .,1497144.jpg,Tennessee Youth Camp,2
Lock and Loaded boys ! ! ! Staff Sergeant Dylan reporting for duty . # ExtinctionEventMovie # Blessed # OnSetLastMonth,1699403.jpg,Sergeant Dylan,1
# Blackhawks Teuvo Teravainen lost in the ice spray . They trail the Stars 3 - 2 after one period,71865.jpg,# Blackhawks,2
# Blackhawks Teuvo Teravainen lost in the ice spray . They trail the Stars 3 - 2 after one period,71865.jpg,Teuvo Teravainen,2
# Blackhawks Teuvo Teravainen lost in the ice spray . They trail the Stars 3 - 2 after one period,71865.jpg,Stars,1
